Unnamed: 0,ID,class,20150720_N,20150602_N,20150517_N,20150501_N,20150415_N,20150330_N,20150314_N,20150226_N,20150210_N,20150125_N,20150109_N,20141117_N,20141101_N,20141016_N,20140930_N,20140813_N,20140626_N,20140610_N,20140525_N,20140509_N,20140423_N,20140407_N,20140322_N,20140218_N,20140202_N,20140117_N,20140101_N
4209,4210,forest,7372.99,7931.62,,7700.14,7581.6,,4954.35,7915.65,7807.17,7830.01,7794.86,6896.11,6816.32,1263.9,3905.65,983.463,1512.25,7415.79,726.126,1765.88,452.122,7718.76,,7373.55,7655.77,7401.45,2388.95
4210,4211,forest,3141.4,7786.7,3804.26,5250.4,7423.5,4911.86,7541.58,2883.14,8230.22,8223.95,8159.81,8262.03,,1201.03,2274.9,,1619.49,4228.35,,1783.26,6423.13,7657.13,2696.51,7957.9,8045.7,8162.54,8199.56
4211,4212,forest,7255.57,,8049.4,1984.92,7618.47,7467.93,6985.57,4885,7829.05,7677.02,7708.21,7799.48,6588.75,1559.56,2707.92,1188.76,1807.64,3615.8,995.866,1834.36,649.523,5908.21,783.084,7560.78,7604.66,7824.89,7626.53
4212,4213,forest,7987.89,8316.21,8214.14,,4907.5,7985.3,7529.18,6450.3,8314.51,7790.91,,8323.58,7211.53,1421.5,6689.51,1507.91,2000.38,6039.52,4454.86,1707.11,,7750.91,515.019,7988.33,8027.3,,8040.54
4213,4214,forest,3761.84,8232.6,8173.1,7040.66,7502.18,7894.57,1261.75,7943.42,8044.49,7982.87,,,7082.65,1497.71,4729.04,1081.76,,8330.83,1408.74,1949.05,3225.97,4504.59,,7791.85,7735.77,7965.4,7922.97
4214,4215,forest,7605.54,,,4475.18,5752.5,,5881.58,2651.99,7344.18,7598.24,4537.4,8025.94,5723.87,,4172.37,1420.95,2105.4,5058.16,3963.11,1743.96,2934.91,5868.23,636.342,6724.25,6941.73,5200.68,7341.55
4215,4216,forest,3008.45,,8269.4,1275.34,,8018.06,3144.47,8025.63,8098.73,8091.38,7861.86,8184.25,7187.99,1603.89,2735.54,1081.39,2380.27,7989.77,1091.23,1987.31,4112.75,5471.51,443.63,7896.81,7895.61,8030.71,7909.95
4216,4217,forest,7998.43,8282.85,,7523.47,6694.47,8133.52,1213.02,8129.85,,7964.32,7846.15,7134.26,1749.51,1766.92,3181.3,897.755,1840.52,2903.04,2969.94,1957.04,1070.36,7749.69,565.726,,7780.59,,6120.81
4217,4218,forest,7170.38,8193.16,8192.16,7837.23,6613.17,7726.85,666.938,,7897.88,7784.2,7469.79,7976.29,6766.9,1547.5,6729.63,,2026.89,7969.64,1398.84,1877.75,405.242,7784.54,467.114,7765.36,7683.48,7901.65,7587.27
4218,4219,forest,,,7048.6,6114.99,4026.09,,5158.89,6438.79,4593.84,7254.82,6268.47,2175.48,7110.1,6561.2,4573.08,719.654,1223.26,7559.84,5975.17,,687.855,2568.38,2487.24,,5973.92,4915.89,6312.11
4219,4220,forest,7866.35,7861.36,7845.55,3253.18,2149.44,7511.97,1034.93,8115.01,8306.05,6120.14,7342.36,,7105.48,1919.37,,802.187,1862.08,1293.85,2582.34,1858.97,620.44,7005.4,1502.46,,7889.04,3971.06,3211
4221,4222,forest,7873.18,8222.32,,7954.2,7635.98,5933.5,5677.12,7968.57,7998.51,7817.05,7636.98,3598.45,2700.88,,4266.15,1120.18,,7938.98,6912.65,1618.68,,7668.71,6819.32,,7766.09,1360.3,2119.31
4222,4223,forest,7827.98,8191.46,8098.96,7756.69,7667.45,7643.64,1284.55,7625.92,7569.86,7404.69,6544.42,6746.86,4977.71,2550.19,3888.86,793.628,1156.05,2909.5,6715.99,,539.36,7578.45,1941.25,7458.67,7189.68,4868.74,4056.11
4223,4224,forest,7537,7179.83,7228.11,5017.83,5848.12,6612.19,2188.69,7352.14,7586.65,5712.43,7435.15,3289.57,6421.09,,4892.77,728.04,,3534.53,5106.53,1713.85,426.992,5498.73,488.491,1244.39,6772.07,7033.78,7276.69
4224,4225,forest,7101.32,7936.65,7853.01,425.447,5277.36,6742.22,1487.59,7136.64,7266.99,7278.19,7018.73,576.503,3697.55,1685.93,4644.5,909.163,,7777.01,2093.26,1885.13,1653.91,6509.32,666.332,5097.35,6712.61,5775.12,5877.53
4225,4226,forest,,8089.27,8086.84,7832.42,7799.88,7990.61,,7840.91,7772.34,7647.27,7485.61,7812.13,6309.01,1451.55,6471.1,1115.91,1692.85,7964.59,815.12,1808.57,539.408,7707.66,427.675,7349.23,7666.72,7229.15,3025.4
4226,4227,forest,,7207.8,6969.48,,3926.52,5508.11,4812.35,5975.49,4310.77,6338.32,6458.8,931.235,4719.64,4186.99,3713.31,745.087,1297.56,5956.96,4046.52,1720.85,2386.76,3904.82,1132.62,,5094.75,5104.94,6014.52
4227,4228,forest,7812.04,7976.41,736.953,6972.48,6662.64,6880.34,4096.44,7296.84,7747.42,7950.73,7512.4,8188.46,5666.53,998.69,4401.49,1321.17,1927.07,6605.17,,1867.19,5649.93,6566.32,4375.9,7260.71,,,7946.53
4228,4229,forest,4103.82,7872.28,7717.71,5444,6947.62,7475.19,1390.28,,7736.43,7677.87,7537.73,,6855.05,,4855.89,1165.22,2547.15,7832.55,738.768,1915.42,600.964,6913.74,,7471.15,7489.72,7712.47,7555.56
4229,4230,forest,4961.67,6018.46,7725.39,4167.38,6942.94,,4449.02,7443.59,6380.06,7412.49,7393.18,6739.73,6312.58,1228.47,3360.01,1088.46,,4177.01,500.982,1619.24,598.446,6842.27,430.068,,7047.31,3655.11,3884.45
4230,4231,forest,7426.69,,7768.67,962.751,7197.79,,791.435,7379.91,6599.47,7430.84,7407.89,573.487,1574.51,1249.02,4466.15,894.926,,7503.05,4603.13,1996.76,,,356.999,4646.42,7018.11,5030.94,6197.82
4231,4232,forest,7972.02,,7888.95,1517.18,6150.45,6511.58,6463.04,6003.74,6711.48,4357.01,6309.17,,,1612.62,6949.12,984.883,1088.25,7994.2,3149.06,1484.09,798.892,3853.32,5913.81,6680.23,6522.22,4569.95,730.013
4232,4233,forest,7888.28,6869.46,6853.56,960.129,3702.25,,5229.39,5623.08,4762.3,4821.79,8009.58,2191.23,2574.14,,6799.11,796.58,1329.31,7892.95,5551.81,1802.66,676.493,5299.6,,5554.19,6455.17,3705.89,7314.16
4233,4234,forest,7428.77,7131.8,7561.92,4101.3,3052.43,6026.94,5904.52,3480.91,6778.91,6592.66,5224.65,7837.37,6162.82,1471.38,6687.51,1175.53,2015.08,7457.57,4558.1,1677.2,,3651.85,358.089,4584.87,5646.67,6146.12,6703.09
4234,4235,forest,8030.68,7439.02,,6156.9,6013.4,6097.11,4576.24,3419.87,7002.84,7253.12,7751.56,8088.99,7174.16,1463.17,,,,2455.97,750.478,1878.94,5380.97,5952.58,5464.35,6927.29,7215.26,,7763.89
4235,4236,forest,,7381.22,6036.04,4258.95,5875.11,6081.46,4578.8,4044.99,7112.57,,6942.57,7452.57,6871.29,,4888.36,915.928,1664.11,1402.58,5761.42,1819.77,1436.82,1919.46,525.412,6275.4,6480.92,6997.53,7215.32
4236,4237,forest,,8007.29,7887.25,5137.34,4402.11,7694.88,1129.06,7656.43,7676.49,7565.65,7616.82,1091.03,3116.67,1486.97,2543.67,1016.2,2084.69,7851.45,3933.25,2062.86,1050.87,7362.36,364.108,7671.15,,7734.3,7665.82
4237,4238,forest,7064.28,5556.26,1140.32,2662.43,,3814.14,4764.08,743.28,5639.05,5865.69,6152.76,,6110.34,2193.4,3673.29,1052.48,1519.44,3274.02,4505.22,,,3914.49,,,4631.15,5574.26,6017.56
4238,4239,forest,7949.18,8074.33,8112.72,7617.25,5146.5,,4817.49,7845.98,8068.35,8170.16,8134.52,5861.21,5994.79,7644.18,3719.21,704.98,1381.31,7961.15,5233.4,2052.83,2211.43,800.887,1526.38,7613.72,7681.21,4194.39,7975.73
4239,4240,forest,3421.41,8070.53,8017.51,456.288,6567.35,7756.91,4836.73,7508.13,7522.86,7507.97,6706.89,627.924,4227.66,1856.67,4444.99,862.327,,7771.33,4761.16,1810.83,1390.44,7479.82,875.933,4243.08,7047.44,6103.28,4670.38
4241,4242,forest,7677.18,,,1004.4,7883.71,7997.42,,7938.31,7945.15,7976.76,7936.64,896.827,1272.42,1254.54,4184.63,936.212,1420.12,7749.3,4379.66,2051.05,1088.52,7734.3,383.344,5406.27,7775.08,6374.2,7113.36
4242,4243,forest,8079.85,7764.5,,6798.63,5193.87,2139.51,4613.92,7246.41,7636.29,7587.03,6811.38,,7080.63,7191.2,,692.717,,7974.62,6570.04,1887.98,2889.59,891.549,4074.33,6837.4,6867.7,7462.76,3999.17
4243,4244,forest,7543.74,7420.92,7290.79,2190.41,3771.58,5890.64,1462.88,6925.92,6861.72,6279.77,7561.46,7816.78,6985.98,,4393.42,1095.23,2104.7,1151.08,1205.64,1742.05,372.823,5175.01,438.875,4523.13,6595.15,6272.97,7262.55
4244,4245,forest,6795.76,5128.99,7822.08,4292.55,5314.77,7630.55,3999.39,7086.58,7512.02,7675.09,,5205.36,4382.55,,2453.85,1001.17,1686.95,3524.84,795.217,1366.19,628.443,7394.41,,6445.27,7408.89,5370.09,6190.16
4246,4247,forest,7892.66,7439.05,1486.02,1747.55,3876.87,6634.35,6617.71,7404.92,7621.26,,7002.46,7907.88,,2213.36,5180.48,706.143,1365.82,6380.89,6088.18,1829.74,,,506.858,6475.4,6841.39,7263.6,7482.46
4247,4248,forest,7598.1,7593.26,7181.22,6507.98,5450.56,4961.46,4411.72,6732.72,6782.12,6575.76,5357.4,,3459.14,2658.5,4413.75,883.474,1630.57,7335.91,5359.02,1760.92,,5874.12,,6454.09,6322.62,5371.44,2752.11
4249,4250,forest,8055.32,5503.71,2077.49,,1586.74,6771.84,6811.57,7337.05,1997.68,7826.31,7744.74,3611.83,4827.91,1915.06,6075.19,637.232,1083.23,6864.05,6111.74,1938.95,2593.07,5619.44,243.719,6164.4,6371.36,7254.2,7616.39
4250,4251,forest,7684.42,7886.73,7684.69,7219.86,6990.62,6788.63,2993.57,7127.78,7256.15,7124.51,6139.07,6058.79,5599.5,,3793.99,930.744,1067.04,3334.16,6256.51,1540.38,648.732,6375.27,1209.75,6856.89,6731.75,3112.17,2507.07
4251,4252,forest,7340.12,,7573.15,5795.95,6702.69,7043.78,4857.88,7275.56,7199.4,7435.4,6644.36,,2122.1,2291.58,2597.18,795.779,,4763.69,1573.68,1767.72,,6003.41,,4544.78,7020.89,7488.72,6467.93
4252,4253,forest,7995.7,8133.31,7882.11,7374.16,6350.87,5963.49,5399.52,,7379,7534.33,,5476.71,4615.88,3662.79,3743.39,948.535,1195.03,7786.55,6654.26,,682.745,7021.52,,7475.92,7497.28,,1850.91
4253,4254,forest,8000.83,,7749.7,6690.36,5586.33,6802.16,961.833,7494.29,7571.42,7341.86,,4014.82,4535.93,1727.86,5686.14,1002.59,2040.93,2888.32,1100.68,1913.29,1689.27,6545.36,466.116,2647.05,6925.36,6257,5348.69
4254,4255,forest,5930.93,6022.26,7772.74,7080.79,4658.61,,7207.95,,4108.84,7827.24,7928.37,2520.05,3587.33,,5770.69,789.226,1377.53,8097.41,6380.78,1885.39,4095.25,4311.3,665.023,7021.97,7218.38,3515.28,7736.38
4255,4256,forest,7693.99,,5255.73,,6250.6,7144.08,3930.59,,7889.97,7894.21,6524.74,8188.97,5021.02,1246.36,2276.13,1464.91,2172.86,4228.15,5248.79,1854.33,5739.04,6560.96,5554.97,6660.6,7012.36,7489.07,7618.3
4256,4257,forest,7234.93,6698.5,6433.27,5202.28,4080.23,,3859.82,,4144.68,,6057.03,2909.78,5506.56,4931.46,5003.71,723.175,1157.87,7222.05,5663.23,1855.3,,1659.23,2049.34,5208.71,5831.23,,4222.71
4257,4258,forest,5263.33,8366.02,8279.07,800.527,2306.02,8048.83,2232.61,1908.07,,8024.57,7781.89,1273.53,3267.77,1628.9,4928.41,847.702,1699.75,8038.93,5587.83,1986.2,1010.56,7472.56,,5555.56,7834.94,1648.82,7801.67
4258,4259,forest,7886.25,8242.19,8156.89,5702.31,6703.43,,3032.35,7809.88,5527.95,6085.97,4171.59,,1561.46,1439.9,,967.701,1441.74,7873.29,1972.51,1749.89,,7605.69,,7677.01,7484.14,,7157.54
4259,4260,forest,7709.17,7961.9,7785.37,6966.13,,6662.49,3593.51,7322.1,,7451.19,6953.61,762.832,2675,1981.67,5903.66,952.176,1815.18,7787.61,6063.57,1801.86,1089.44,6269.4,4507.55,3883.49,,2758.97,4750.26
4261,4262,forest,7387.24,8399.71,7935.96,1125.29,6825.34,5136.53,7245.07,5332.29,6444.14,6086.8,6299.65,8214.77,5496.24,1346.94,4020.41,1396.67,,6579.83,6299.61,1844.88,611.518,3187.44,912.639,7970.86,7967.88,,
4262,4263,forest,7457.78,7704.12,7725.85,7525.08,7251.11,7309.43,4945.81,,4525.17,6795.34,5371.18,5862.95,1390.3,1718.43,4958.75,881.258,,4644.23,944.627,1782.18,719.762,,340.075,2271.91,6661.66,5397.19,6800.66
4264,4265,forest,7559.7,,7942.53,2197.35,7721.15,7845.04,3476.52,8021.41,7295.12,7689.03,8016.92,,6584.94,,5293.48,1344.91,1721.82,4758.2,1704.44,1854.87,258.879,7669.14,388.766,,7953.76,5149.78,7654.19
4265,4266,forest,7798.21,7990.31,7489.33,6575.82,3889.14,3523.04,4125.56,7261.54,7297.78,7267.71,7095.6,,2131.75,1069.2,6372.87,,1186.87,7351.97,6032.42,1607.33,1152.73,6070.25,4092.54,,6480.11,1132.81,2112.06
4267,4268,forest,5639.59,8219.76,,5286.21,7073.9,7470.37,5155.71,7114.9,7546.19,,6899.17,4815.01,5899.95,1286,2554.84,1050.46,1215.54,6429.92,703.437,1696.77,589.265,7260.53,448.246,1256.34,7307.1,1860.69,1310.5
4268,4269,forest,7477.98,6814.41,5630.87,3765.76,5189.75,5403.6,,3434.53,6826.36,7389.75,4768.88,8149.7,7443.46,1251.77,4255.4,1477.01,2208.6,,1976.3,1729.44,3463.12,4969.62,3939.18,5549.05,5940.11,6664.62,7362.31
4269,4270,forest,7822.81,8031.62,7921.07,7281.5,,1467.67,947.009,7385.69,7408.98,,7740.34,5028.92,5404.77,4685.45,2573.47,744.981,1169.42,7806.57,6528.52,,5486.52,3526.03,4115.68,,7006,7375.58,6678.44
4270,4271,forest,8036.2,8365.38,8362.02,1011.09,7769.57,8202.28,1865.17,7935.04,5055.67,,7137.92,817.247,2506.48,1677.26,4014.81,830.106,1528.82,5090.1,4361.5,1979.41,3151.77,7669.57,,1500.09,7627.49,2571.36,7705.46
4271,4272,forest,7680.85,7581.58,1312.8,619.053,6420.32,7259.18,7077.02,,,7745.78,6314.01,7782.64,6602.65,2251.76,4992.13,708.281,1334.91,6593.9,5929.31,1820.77,899.128,1537.11,575.77,6921.21,7302.36,7248.77,7382.53
4272,4273,forest,7606.4,7959.29,7922.33,6291.47,7446.27,6098.42,1127.27,7424.05,5650.14,7351.53,6355.73,7827.13,,,3319.37,761.699,,2607.61,556.403,1713.38,529.517,7598.07,434.722,,7087.08,4711.73,7116.55
4274,4275,forest,7711.82,7753.6,7800.82,6865.6,7007,7093.22,5029.02,7524.45,7641.15,7643.54,4416.73,2713.12,3066.57,2455.36,2317.77,839.472,,3576,3243.11,1880.84,592.735,6233.13,1070.98,,,6824.6,4723.8
4275,4276,forest,7282.4,8045.21,7553.61,1893.67,7552.82,7773.44,6916.68,5434.97,7730.49,7988.25,6214.64,7979.39,6899.51,,4479.35,1194.83,1560.38,5063.06,2964.28,1749.65,713.02,2550.76,542.026,7808.02,7970.34,8134.21,8038.85
4277,4278,forest,7112.17,8070.21,8079.17,1711.78,7184.34,5266.89,6805.09,,6607.23,6698.28,6371.43,6895.71,5786.31,1518.08,2235.85,1120.84,,5907.44,957.616,1856.21,2155.05,5953.69,862.38,,6744.25,6532.26,6095.35
4278,4279,forest,7978.39,7965.06,7974.52,2916.63,6743.17,7176.43,6776.32,7879.58,5395.15,8004.17,7982.43,8178.47,6811.8,2154.7,7401.62,1084.21,1568.46,6131.04,3484.51,1747.61,,,540.611,,7573.5,,7975.02
4279,4280,forest,6672.53,4614.09,3627.2,3053.76,3270.37,3319.49,3603.22,3261.5,3339.51,3967.21,,6183.49,6287.05,1522.82,,925.807,1722.8,5508.64,4303.5,,,2981.48,,4009.65,4085.05,4148.07,5827.86
4280,4281,forest,7053,5222.85,4879.4,3382.9,3574.61,4252.7,3293.63,2841.72,5056.77,5425.19,5158.98,7134.61,5060.33,,6162.4,1065.08,1513.03,5821.14,4626.6,1638.73,1038.53,,713.258,5638.82,5584.01,5930.41,6751.39
4282,4283,forest,4638.65,7692.16,7718.02,2501.86,7258.8,,1082.33,7320.75,7313.18,6982.23,7034.85,,6308.34,1361.05,3337.78,1115.27,2175.63,7324.05,1097.83,1938.9,775.275,7549.3,534.263,,,,
4283,4284,forest,8149.61,5987.29,5724.64,938.156,5002.18,,7150.21,7769.96,5901.52,6783.25,8018.58,8086.61,7020.94,2344.97,5719.3,717.56,1313.64,7914.95,6407.36,1765.62,,6041.65,389.656,6301.72,7072.04,7119.94,7562.33
4284,4285,forest,7386.09,7571.26,2054.01,6002.6,5970.29,6569.69,3967.43,6969.44,7353.17,6649,5752.9,8084.99,4705.78,1570.46,2816.61,1304.22,,2831.59,5474.95,1789.08,4771.4,6049.03,,6355.34,6572.82,,7262.02
4285,4286,forest,7107.2,,,3252.31,4139.33,4625.85,4694.02,,6015.56,6602.1,,7411.89,5824.47,,4192.26,1383.86,1972.2,5793.01,3518.61,1679.48,1740.62,4623.51,753.534,5009.55,4928.95,5837.75,6612.1
4286,4287,forest,7744.4,7509.56,1311.38,774.355,6790.5,6742.3,6942.91,7674.84,8008.98,3940.21,7626.36,7740.79,6626.33,2658.72,4343.63,1108.56,1612.68,4293.32,6092.33,1774.25,881.844,1196.44,530.827,6721.18,7293.88,7746.46,7772.59
4287,4288,forest,7449.01,,7739.22,5049.08,7330.69,6350.12,4887.39,7191.35,6307.34,7061.25,5747.05,,6204.91,1248.67,2598.33,1104.18,1785.16,4882.9,1403.22,1793.02,627.757,6128.81,512.473,7144.12,6975.23,7200.75,7079.29
4290,4291,forest,,6645.62,6879.11,4358.28,4949.68,4964.5,4373.62,,1838.67,5787.09,5738.23,6932.06,,1690.34,2993.3,1163.84,1602.27,6407.3,1036.5,1649.35,568.134,4195.22,433.885,2086.18,5613.83,1910.45,6616.58
4291,4292,forest,7693.95,8046.23,7887.69,7028.23,6223.16,6303.11,6487.9,7534.95,5294.64,7795.69,7674.51,1329.74,5186.27,,3261.8,,1224.13,7959.04,6098.72,1817.01,,3330.14,2621.37,6829.84,7172.31,5872.77,7627.41
4292,4293,forest,6036.59,7959.68,7964.52,7453.11,7572.01,7802.39,990.75,7883.68,7765.38,7569.5,7346.31,7846.01,6671.83,1674.5,4202.79,1096.84,2439.76,7947.95,1042.09,1945.75,2538.29,6726.4,526.592,7696.9,7582.62,7775.48,7567.64
4293,4294,forest,6129.14,7538.07,7145.29,6886.49,4694.07,6642.1,5468.57,7421.71,5483.19,7525.96,7374.48,1647.07,5349.67,,4732.67,743.073,1325.27,7715.6,3955.93,1899.68,802.258,3636.5,988.66,,6914.81,7006.03,7284.15
4295,4296,forest,7667.38,7980.38,7756.62,2158.3,3136.04,5125.77,6358.78,3362.11,7850.82,,7702.6,4093.23,6668.07,,5051.61,1065.69,1155.19,7826.55,703.61,1717.39,1960.76,5802.73,2048.57,5002.15,,6869.22,6947.2
4296,4297,forest,7845.38,8026.19,5382.89,1414.61,7239.07,7507.75,7314.38,7919.63,8048.31,8054.11,6210.96,,6935.49,2181.57,,999.46,1649.29,2160.48,5985.86,1770.22,685.76,1246.96,543.313,,7606.91,7936.46,7886.03
4298,4299,forest,3392.49,7164.19,,6098.91,6309.33,7130.32,7065.1,4022.96,7865.82,7486.02,7943.15,5408.04,6008.94,1579.8,3655.41,968.912,1047.94,,1231.22,1544.89,,6696.29,1100.09,,7656.8,7646.85,2540.16
4300,4301,forest,7487.03,8298.49,8207.18,7233.54,7583.9,7733.62,6438.4,6671.65,7757.68,7442.74,7539.97,5262.1,6035.33,1191.06,2438.59,1018.88,,7866.52,668.156,1810.81,571.169,7476.94,932.887,,7335.54,2052.45,
4301,4302,forest,8046.21,,8254.5,757.542,7917.48,8140.62,903.724,8054.63,6900.8,8078.82,7859.2,721.434,1404.21,1278.49,,893.075,,7886.04,3525.56,,3108.55,,393.599,4966.66,7851.57,3456.03,7679.62
4303,4304,forest,8014.68,7337.64,6750.75,4319.38,5743.61,5848.86,3000.8,,,7542.69,,8082.41,7267.79,2240.67,3668.19,961.438,1629.05,1269.45,,1920.69,4368.73,6031.38,853.517,,6816.6,7305.09,7541.98
4304,4305,forest,7756.49,,,7021.45,6835.1,2135.67,1269.91,7600.16,7412.51,,7654.42,3664.09,,4603.2,4782.14,735.125,,7671.65,6454.29,1838.17,5519.9,2548.12,3872.11,6825.86,6646.4,6796.39,4681.94
4305,4306,forest,8001.47,,2303.76,571.364,6767.4,7098.29,7005.12,7690.02,6346.6,7892.13,,8284.57,6138.75,2423.57,4710.8,1103.49,1686.31,4441.54,6365.75,1832.51,,936.545,,,7384.37,7813.46,7755.38
4306,4307,forest,7116.36,4289.58,3118.77,5792.35,1873.16,6548.29,6492.97,7097.89,5542.33,7320.21,7690.45,2358.54,3598.41,2272.83,6524.73,597.321,1224.14,6599.1,5429.88,1793.03,1012.82,5302.7,,6350.05,6522.85,5058.91,7096.24
4307,4308,forest,7795.48,7537.78,1583.68,5787.38,1158.72,7120.05,6969.23,7464.15,5756.74,7801.57,7965.02,2104.86,5491.92,,4492.23,574.582,,5995.1,6433.02,1936.51,1791.72,6782.24,,6797.35,7074.47,5911.44,7491.33
4309,4310,forest,7984.46,7661.43,5814.46,1755.13,6658.44,6979.36,6032.44,,7570.71,5778.63,6643.42,7883.2,7025.7,,6697.43,957.263,1683.07,2794.84,4720.17,1681.45,499.682,3837.89,708.193,6754.38,7177.67,7650.63,7654.94
4310,4311,forest,7557.74,6387.23,7005.87,,,6278.28,2191.07,,7295.43,7371.48,7497.44,3971.6,,2679.68,4900.61,701.231,1486.55,7111.17,,1786.71,620.311,6053.89,503.156,1407.64,,7498.42,7477.86
4311,4312,forest,7678.84,5458.13,1034.64,6635.12,7566.7,5063.34,5993.28,7528.82,6666.18,7490.34,6285.05,7568.2,,1629.66,2655.02,,1774.68,5816.87,563.202,1925.94,6650.97,2044.61,7365.9,,7432.6,,7368.27
4312,4313,forest,7822.21,7939.86,7782.26,7104.57,6268.32,3813.25,4858.41,7481.79,7645.69,7690.09,6616.88,7630.11,6139.36,,3731.44,1015.23,1217.94,7869.28,6413.87,1448.23,2508.1,5661.11,5582.44,6260.16,6383.77,1929.11,5157.79
4313,4314,forest,7682.92,7750.11,7774.45,6048.69,7727.29,,6929.47,8092.85,,8095.68,7803.74,8179.24,6350.44,1507.79,7128.59,1167.61,1861.3,,3477.78,1765.38,226.351,,378.688,7930.77,8055.42,2584.35,8166.55
4314,4315,forest,5903.96,,7534.44,2177.08,5859.17,6343.76,6656.81,7302.35,5664.72,7713.24,7775.67,1061.67,5739.06,4175.54,4958.47,776.282,1295.72,7335.33,4086.93,1837.59,2590.03,4463.04,,5718.05,6472.9,4095.92,6923.73
4315,4316,forest,7694.07,7404.42,,4585.17,,6478.04,1354.32,,7449.38,7656.54,7138.5,7753.55,6870.89,1835.29,,1088.04,,1098.48,5648.77,1828.79,5510.14,6399.85,6188.3,6963.03,7071.11,5389.81,7441.78
4316,4317,forest,6222.18,5631.01,7459.76,3241.9,4868.68,5682.83,6849.92,7342.22,5905.21,7460.56,6872.42,1479.46,5262.28,2256.79,6759.46,710.997,1340.22,,3886.74,1872.23,963.458,6570.01,679.359,7061.88,7304.52,5696.52,7777.29
4319,4320,forest,7432.99,7341.14,,5551.13,6080.03,,1337.22,7131.78,7265.17,,7151.13,7712.33,5347.25,2418.91,2831.84,812.376,,4274.67,4008.85,1674.31,476.28,4918.72,1938,6452.77,6733.2,6866.47,3079.78
4320,4321,forest,7820.54,,,3145.39,6246.06,6438.99,5745.98,6707.53,6268.27,6128.02,,7150.78,6621.77,,7462.43,993.872,1559.34,7174.03,4674.9,1689.02,403.946,3709.53,432.681,6191.25,,6555.82,7367.7
4321,4322,forest,7945.36,8146.43,8234.38,7007.47,5751.3,,5246.74,,6108.91,8092.25,8095.97,5430.64,5162.18,5059.55,2326.15,734.353,1205.69,,5841.25,1789.08,3041.9,4107,2307.54,6937.97,7616.48,,7886.59
4322,4323,forest,7881.08,8180.71,8100.88,5306.84,7721.96,7902.55,631.652,7964.26,7983.42,,7722.59,,4311.29,,6058.78,1026.42,2096.47,7506.83,498.673,1909.65,558.214,7534.25,590.976,,7718.51,5518.93,7710.04
4323,4324,forest,8041.32,5174.98,5690.9,867.375,4183.08,7012.84,7029.79,7596.75,5875.68,7931.55,7937.73,,5445.64,2368.28,6458.49,,1339.6,7953.93,6441.36,1797.93,673.781,6912.66,413.498,7236.21,7377.23,7576.28,7734.04
4324,4325,forest,8071.26,,,3045.96,6981.17,7271.84,2043.04,7840.4,8062.84,,8005.58,7607.24,6432.12,,5307.26,771.886,,7387.43,3196.31,1900.53,625.542,6396,,2344.78,7498.09,7854.65,7872.01
4325,4326,forest,7708.04,8017.34,8113.03,7626.42,,7541.37,7373.92,5971.56,3495.5,7031.67,7155.64,8266.73,5922.31,1553.14,4799.2,1179.22,,7531.12,3952.61,1818.25,476.456,7784.94,,2015.88,8002.4,4612.64,8140.89
4326,4327,forest,6635,,,3973.39,4764.4,7240.73,4469.69,7416.7,7594.58,7731.75,7663.99,,2969.88,2756.59,4873.05,747.907,1483.08,7794.05,4281.91,1889.39,782.763,6646.72,652.608,6913.71,6897.67,,7297.03
4327,4328,forest,7524.7,6701.05,1681.15,5053.89,,5774.91,1670.54,3857.63,7146.4,7073.58,3142.2,7726.33,5150.71,2489.21,1676.25,1194.51,,3869.83,4684.22,,4876.96,5043.38,5388.99,5885.05,6091.93,6961.34,7150.1
4329,4330,forest,7962.83,8159.74,8198.73,6858.43,6698.33,8037.72,739.417,7843.59,7837.71,7776.53,6482.72,7967.41,6792.38,1477.27,5456.43,1187.36,2169.59,8116.03,,1970.19,614.935,7756.24,488.676,7768.46,7680.94,7830.21,7699.09
4331,4332,forest,7930.97,7535.49,,3191.64,1420.29,6181.66,5664.91,7188.24,7686.15,,7722.53,6298.17,4751.82,3003.12,3989.04,649.53,1075.1,6388.07,6462.32,1927.56,,4762.08,,6186.55,6422.98,6591.75,7183.71
4332,4333,forest,,7762.85,7559.95,5869.84,4443.72,6049.13,6236.95,6614.2,6510.51,6934.97,6851.68,5412.42,6896.69,1346.98,2779.27,1060.69,1197.21,7677.88,639.468,1771.86,601.346,5760.23,574.327,,6218.4,5812.49,3935.41
4333,4334,forest,6992.34,5082.99,5592.29,3053.61,3777.54,3935.31,3822.36,2695.83,3446.26,5030.47,2188.79,6150.05,5965.77,1620.16,6342.59,916.506,1587.39,6659.22,,1613.89,437.777,3713.35,400.234,2766.26,4550.04,1728.44,5925.9
4334,4335,forest,7719.12,7724.19,7931.31,5174.79,7338.45,7321.51,1013.59,7052.25,5998.61,6325.83,5817.91,3348.85,3953.23,1398.22,3208.04,956.846,1698.17,2865.45,1029.46,1681.54,656.116,7099.29,650.192,,6427.91,6088.58,6234.59
4335,4336,forest,6797.59,,7658.69,1182.13,7333.96,5597.04,7380.99,7708.49,7876.6,7884.36,7864.93,7975.13,6924.79,1257.24,2051.43,1094.48,2125.45,1654.78,1024.09,1756.65,5216.24,7401.63,1036.33,,7708.09,7847.91,7793.58
